Locality,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Norway,,1.34103,1.38834,1.34656,1.47001,1.53129,1.54754,1.54194,1.57291,1.60034,1.67161,1.71032,1.61945,1.71221,1.71023,1.68012,1.78719,1.68984,1.74909,1.80677,1.88487,1.98744,1.89297,1.94002,1.80789,1.89062,1.96837,1.80823,1.93843,1.9423,1.90465,1.84239,1.81472,1.94334
Poland,,5.06796,4.57704,4.58383,4.59384,4.75503,4.91312,5.00005,5.16208,5.0579,4.86104,3.95022,3.87079,3.83475,3.96796,3.81655,3.70105,4.14003,4.08498,3.8487,3.97659,3.62445,3.45492,3.45334,3.57164,3.69446,3.67348,3.84993,3.86359,3.89477,3.78799,4.04936,4.06242,3.90525
Portugal,,0.43149,0.36906,0.48664,0.50029,0.52866,0.53583,0.56926,0.5882,0.65129,0.70028,0.74771,0.74822,0.75685,0.76917,0.80845,0.84072,0.87647,0.91333,0.97411,1.02381,1.07048,1.08598,1.08306,1.11551,1.11238,1.11245,1.08552,1.11037,1.07015,1.06769,1.11731,1.0671,0.97813
Romania,,2.75196,2.7643,2.88751,2.94744,2.87816,2.88837,2.96275,3.03482,2.99265,3.10534,2.81496,2.20882,2.05098,1.86929,1.86797,2.01514,2.05075,2.02501,1.73668,1.59261,1.58611,1.71549,1.68366,1.62925,1.68946,1.66354,1.67453,1.66212,1.67016,1.40513,1.41592,1.51085,1.4609
Serbia,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.77254,0.78893,0.7244,0.69502,0.70951,0.72748,0.71844
Slovakia,,--,--,--,--,--,--,--,--,--,--,--,--,--,0.77884,0.7458,0.80378,0.78591,0.77533,0.77298,0.76946,0.78498,0.82434,0.83801,0.81392,0.79934,0.81934,0.81275,0.78209,0.79734,0.72133,0.76919,0.74081,0.69757
Slovenia,,--,--,--,--,--,--,--,--,--,--,--,--,0.22376,0.23893,0.2479,0.27847,0.30801,0.28947,0.28791,0.29096,0.28826,0.29876,0.30069,0.29883,0.31406,0.3159,0.31732,0.31491,0.34005,0.30743,0.31111,0.30502,0.29854
Spain,,3.04408,3.09005,3.33173,3.41925,3.25094,3.33717,3.39223,3.49437,3.74424,3.85778,3.92295,4.14693,4.11966,4.02096,4.18134,4.31443,4.40675,4.6969,4.92156,5.1666,5.49989,5.75321,5.83068,6.13275,6.34333,6.52084,6.5693,6.73513,6.53036,6.1061,6.24412,6.1154,6.02876
Sweden,,2.0745,2.04197,1.88243,1.93752,2.03011,2.16753,2.19951,2.26714,2.23013,2.19853,2.21898,2.21453,2.24492,2.24428,2.25953,2.30952,2.27326,2.31767,2.40288,2.36802,2.27081,2.40492,2.27707,2.16357,2.32467,2.34065,2.22836,2.25579,2.2096,2.05961,2.20126,2.14354,2.20315
Switzerland,,1.13929,1.05743,1.03484,1.08662,1.06238,1.15513,1.16494,1.16849,1.18795,1.1524,1.18118,1.22301,1.23497,1.22616,1.24585,1.23972,1.21469,1.23543,1.26465,1.32588,1.29626,1.3502,1.28485,1.299,1.29235,1.26213,1.2849,1.28361,1.31907,1.28681,1.31723,1.23662,1.27434
Turkey,,1.04087,0.97646,1.12445,1.16247,1.22581,1.33405,1.49782,1.65551,1.70408,1.80295,1.97311,2.06439,2.12734,2.32763,2.22973,2.48993,2.74792,2.92616,2.99442,2.90565,3.15409,2.88312,3.13272,3.2969,3.4914,3.70929,4.03989,4.35417,4.2429,4.24363,4.48846,4.8382,5.0536
United Kingdom,,8.84074,8.51623,8.37158,8.40572,8.45009,8.73387,8.90013,9.04893,9.05235,9.29279,9.27058,9.51965,9.27266,9.56983,9.53401,9.4535,10.0481,9.75484,9.74074,9.79273,9.72914,9.88082,9.74661,9.79251,9.85262,9.81502,9.71016,9.37057,9.25897,8.73443,8.92046,8.43198,8.62827
Eurasia,,46.73513,47.22093,49.26201,50.41837,53.41549,55.68861,57.47549,58.82369,60.75979,60.06916,60.91372,57.60298,52.8223,47.12328,43.9415,42.23263,39.63451,37.40329,36.96671,38.04098,39.08837,38.84536,40.1235,41.49138,42.79355,42.72629,43.70663,44.23101,44.71045,39.388,43.43392,44.70243,46.09322
Armenia,,--,--,--,--,--,--,--,--,--,--,--,--,0.19984,0.14554,0.14163,0.13149,0.16704,0.14386,0.15055,0.1531,0.16006,0.16201,0.16204,0.17364,0.17877,0.20011,0.20253,0.21933,0.21516,0.19924,0.13086,0.2229,0.2287
Azerbaijan,,--,--,--,--,--,--,--,--,--,--,--,--,0.99181,0.76227,0.76122,0.73029,0.64552,0.63778,0.5443,0.56342,0.53085,0.60694,0.59178,0.60129,0.63697,0.65892,0.70117,0.5944,0.64227,0.57817,0.57613,0.54892,0.58683
Belarus,,--,--,--,--,--,--,--,--,--,--,--,--,1.52867,1.22919,1.07594,1.00994,1.00954,0.99603,0.97627,0.98677,1.05214,0.96268,0.90747,0.98456,0.95177,1.12411,1.15433,1.15134,1.12326,1.05118,1.12936,1.18926,1.1839
Estonia,,--,--,--,--,--,--,--,--,--,--,--,--,0.11619,0.09326,0.08933,0.07856,0.08465,0.09217,0.1146,0.08869,0.08365,0.09558,0.09914,0.09515,0.09929,0.08488,0.09347,0.09381,0.09531,0.08514,0.08089,0.07813,0.09258
Former U.S.S.R.,,46.73513,47.22093,49.26201,50.41837,53.41549,55.68861,57.47549,58.82369,60.75979,60.06916,60.91372,57.60298,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Georgia,,--,--,--,--,--,--,--,--,--,--,--,--,0.32834,0.19109,0.1548,0.15086,0.15873,0.10654,0.16531,0.14406,0.13752,0.12619,0.14403,0.13213,0.13566,0.15153,0.13976,0.16696,0.17663,0.17801,0.19238,0.17424,0.17475
Kazakhstan,,--,--,--,--,--,--,--,--,--,--,--,--,3.42894,2.85513,2.29445,2.00909,1.96301,1.68726,1.62533,1.79159,1.83351,1.93449,1.99277,1.82417,2.19327,2.23411,2.41978,2.41964,2.50831,2.11233,2.34047,2.58747,2.76926
Kyrgyzstan,,--,--,--,--,--,--,--,--,--,--,--,--,0.29243,0.24353,0.23559,0.19044,0.22954,0.21805,0.21854,0.23592,0.24061,0.22788,0.19347,0.20202,0.21058,0.19354,0.18961,0.192,0.20242,0.21155,0.20192,0.24149,0.24917
Latvia,,--,--,--,--,--,--,--,--,--,--,--,--,0.22314,0.16423,0.16171,0.17263,0.17215,0.16175,0.16027,0.14799,0.15412,0.16092,0.154,0.16045,0.17572,0.18543,0.18448,0.17261,0.16495,0.16488,0.17067,0.16323,0.16857
Lithuania,,--,--,--,--,--,--,--,--,--,--,--,--,0.47702,0.37634,0.35493,0.37862,0.3609,0.35896,0.39095,0.30442,0.2973,0.31679,0.34054,0.3526,0.35315,0.34962,0.34985,0.38303,0.37678,0.32125,0.25762,0.28389,0.30839
Moldova,,--,--,--,--,--,--,--,--,--,--,--,--,0.28316,0.20184,0.15647,0.1392,0.15137,0.15359,0.14163,0.11301,0.11356,0.11024,0.12128,0.13348,0.1256,0.13227,0.1394,0.13168,0.13831,0.12159,0.12135,0.11764,0.16942
Russia,,--,--,--,--,--,--,--,--,--,--,--,--,34.11636,30.58452,29.22575,27.9412,25.9227,24.39344,24.26904,25.33501,26.13934,25.70645,26.66264,27.39542,28.14475,27.89378,29.04792,29.05464,29.55181,26.80883,30.02777,30.41435,31.52227
Tajikistan,,--,--,--,--,--,--,--,--,--,--,--,--,0.28994,0.25421,0.25397,0.20849,0.22971,0.21884,0.2264,0.24174,0.23909,0.24705,0.25201,0.26866,0.27409,0.28428,0.28025,0.27243,0.20917,0.18775,0.19425,0.19622,0.19788
Turkmenistan,,--,--,--,--,--,--,--,--,--,--,--,--,0.31125,0.27038,0.28682,0.30405,0.29794,0.30586,0.28801,0.31785,0.40112,0.50227,0.58452,0.75923,0.80707,0.83243,0.84142,0.89993,0.96887,0.89008,0.99202,0.93521,1.11886
Ukraine,,--,--,--,--,--,--,--,--,--,--,--,--,8.57336,8.08748,7.00352,6.91897,6.36232,6.05356,5.85075,5.75359,5.75077,5.64106,5.82163,6.28154,6.25429,6.24022,5.73583,6.25262,6.10355,4.47961,5.04889,5.36004,5.04636
Uzbekistan,,--,--,--,--,--,--,--,--,--,--,--,--,1.66186,1.66428,1.74539,1.8688,1.8794,1.87558,1.84477,1.86382,1.95472,2.04481,2.09616,2.12704,2.25256,2.16104,2.22683,2.22658,2.23364,1.99839,1.96934,2.18943,2.27628
Middle East,,5.83738,6.15628,6.37341,7.18177,7.81454,8.56508,9.18767,9.78379,10.35246,10.90142,11.24957,11.39684,12.22931,11.45892,13.60219,13.84877,14.58353,15.60848,16.28036,16.62648,17.33964,17.88698,19.01715,19.82246,20.99077,23.21749,24.38952,25.21808,27.06476,28.30166,29.73297,30.89087,32.21324
Bahrain,,0.13752,0.15787,0.16794,0.17792,0.17157,0.20492,0.22078,0.26522,0.22898,0.23439,0.25635,0.28713,0.24078,0.27663,0.28338,0.28363,0.28439,0.33517,0.35172,0.35646,0.36474,0.37722,0.39762,0.40773,0.41884,0.45703,0.48933,0.51035,0.53467,0.5463,0.55224,0.54802,0.5838
Iran,,1.58261,1.48862,1.70731,2.09302,2.22534,2.39652,2.42887,2.54105,2.70365,2.98498,3.10319,3.23565,3.35666,3.23408,3.68642,3.82582,3.96101,4.43353,4.58254,4.83739,5.02081,5.38965,5.88847,6.18623,6.40723,7.4513,7.92762,8.14331,8.5091,9.35653,9.22276,9.5113,9.64471
Iraq,,0.52402,0.48294,0.4624,0.55081,0.53817,0.56653,0.62292,0.63925,0.76751,0.82522,0.91771,0.62355,0.83887,0.84464,1.10244,1.13058,1.12469,1.04127,1.05605,1.07373,1.08419,1.13411,1.14428,1.01215,1.12508,1.23933,1.22646,1.30305,1.33707,1.37944,1.5288,1.51666,1.62152
Israel,,0.35085,0.36699,0.37454,0.36963,0.34518,0.365,0.39368,0.43181,0.45235,0.46951,0.48315,0.49425,0.49724,0.60534,0.64379,0.66255,0.67901,0.70443,0.7159,0.72438,0.80027,0.78361,0.83918,0.85711,0.87563,0.81981,0.86948,0.89641,0.88424,0.87586,0.95397,0.99737,1.04373
Jordan,,0.07704,0.09157,0.10455,0.11201,0.11582,0.12027,0.12935,0.14108,0.13173,0.13508,0.14553,0.1376,0.16057,0.14067,0.1836,0.1931,0.20535,0.19888,0.21528,0.21447,0.22545,0.2202,0.23062,0.25148,0.27821,0.29423,0.30837,0.30975,0.31455,0.31309,0.32268,0.27613,0.25119
Kuwait,,0.48089,0.35214,0.35013,0.3885,0.4067,0.40268,0.45144,0.53896,0.61897,0.6963,0.44637,0.21583,0.3488,0.41377,0.57307,0.59178,0.74935,0.798,0.84566,0.86067,0.90963,0.88264,0.88761,0.96046,1.00698,1.14679,1.13948,1.16239,1.22578,1.21375,1.33787,1.49834,1.57981
Lebanon,,0.10473,0.09745,0.09447,0.09773,0.09399,0.10834,0.10323,0.10697,0.09781,0.07744,0.07142,0.11807,0.11896,0.14042,0.17031,0.18276,0.19219,0.21977,0.22429,0.23013,0.23433,0.22499,0.22859,0.23787,0.22844,0.21854,0.19424,0.17922,0.22882,0.28324,0.27287,0.29224,0.23421
Oman,,0.06467,0.06873,0.08358,0.09677,0.10035,0.11874,0.13477,0.13861,0.13042,0.16839,0.18358,0.20997,0.20445,0.22356,0.23685,0.22439,0.23107,0.26757,0.34683,0.30098,0.34089,0.34692,0.36024,0.3566,0.38096,0.48045,0.55125,0.58188,0.74491,0.74984,0.94685,0.884,1.02683
Palestinian Territories,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00952,0.01481,0.01499,0.01978,0.0266,0.02469,0.02643,0.04031,0.04934,0.05351,0.05453,0.0459,0.04525,0.04887,0.05678,0.06445
Qatar,,0.2143,0.202,0.23742,0.22323,0.26846,0.24321,0.25573,0.26227,0.26799,0.27809,0.34252,0.39711,0.47494,0.53468,0.55856,0.5629,0.57852,0.61006,0.62262,0.5938,0.64476,0.5025,0.5271,0.58437,0.70528,0.88637,0.96564,1.01672,1.08303,1.14751,1.27073,1.46154,1.78869
Saudi Arabia,,1.66331,2.02483,1.96743,2.12312,2.46675,2.71018,3.01461,3.07255,3.18356,3.12648,3.3474,3.49904,3.6636,2.90916,3.90046,3.82572,4.10441,4.3656,4.54323,4.60224,4.85276,5.1387,5.38353,5.76125,6.20771,6.52597,6.8456,6.89646,7.41438,7.67342,8.31991,8.85903,9.31439
Syria,,0.27405,0.28914,0.29523,0.33399,0.36831,0.38492,0.38388,0.43466,0.45274,0.48254,0.56278,0.52102,0.53779,0.5452,0.63357,0.60911,0.65218,0.69498,0.7525,0.77364,0.78206,0.76222,0.8197,0.82703,0.84554,0.80519,0.80772,0.84859,0.97736,0.98645,1.01518,0.93867,0.91878
United Arab Emirates,,0.26731,0.43622,0.41384,0.5109,0.58179,0.79708,0.90726,1.07115,1.17287,1.2686,1.22933,1.49165,1.61403,1.46204,1.49205,1.60656,1.66878,1.77107,1.83821,1.86471,1.8663,1.89189,2.05965,2.10932,2.22426,2.58634,2.73036,3.05996,3.45252,3.44171,3.57797,3.75041,3.82319
Yemen,,0.09609,0.09778,0.11456,0.10413,0.13211,0.14669,0.14115,0.14022,0.14387,0.15439,0.16025,0.16598,0.17264,0.12871,0.13769,0.14988,0.15258,0.15864,0.17072,0.17888,0.19367,0.20573,0.22587,0.24444,0.2463,0.25679,0.28046,0.25545,0.31243,0.28928,0.36227,0.30041,0.31795
Africa,,6.8022,7.00357,7.57789,7.90913,8.3341,8.52374,8.7604,8.98679,9.33596,9.30058,9.51202,9.87493,9.96676,9.364,10.42126,10.67457,10.94435,11.41317,11.30345,11.63417,12.03961,12.6274,12.71038,13.33903,13.91211,14.47899,14.62384,15.0036,16.28435,16.24413,16.72655,16.68467,17.33527
Algeria,,0.80085,0.68005,0.95877,1.07337,1.15258,1.0431,1.06188,1.13207,1.20819,1.173,1.2445,1.35788,1.30223,1.08247,1.23687,1.30678,1.26644,1.19794,1.25334,1.25157,1.23855,1.25618,1.27444,1.29041,1.26159,1.4859,1.54318,1.61542,1.74436,1.84568,1.87237,2.01481,2.23459
Angola,,0.05816,0.05805,0.0618,0.06667,0.05992,0.07307,0.07392,0.07532,0.07828,0.07641,0.07983,0.08283,0.08553,0.08089,0.08235,0.0876,0.08436,0.09326,0.08492,0.09419,0.09094,0.1193,0.12741,0.1351,0.14462,0.14764,0.1659,0.19165,0.21931,0.25718,0.28513,0.28613,0.30739
Benin,,0.00659,0.00662,0.00469,0.00686,0.00669,0.00787,0.00764,0.00598,0.00716,0.00768,0.00889,0.01017,0.01141,0.01244,0.01308,0.01428,0.01534,0.01668,0.01787,0.01954,0.02426,0.02449,0.02594,0.03053,0.03556,0.03725,0.04391,0.04767,0.05264,0.06582,0.07364,0.07701,0.06824
Botswana,,0.01518,0.01542,0.01436,0.014,0.01442,0.01906,0.02021,0.02299,0.02467,0.0282,0.03297,0.0342,0.03907,0.0369,0.03956,0.04291,0.03967,0.04159,0.04732,0.04831,0.05755,0.05139,0.05201,0.05007,0.05715,0.06134,0.06223,0.06069,0.07267,0.06514,0.07432,0.07215,0.06225
Burkina Faso,,0.00613,0.00617,0.00618,0.00621,0.00621,0.00591,0.00692,0.00722,0.00738,0.0066,0.00705,0.00812,0.00821,0.00866,0.01017,0.0104,0.01089,0.01705,0.01562,0.01608,0.01662,0.01662,0.01729,0.01802,0.01832,0.01877,0.01862,0.02082,0.03021,0.02564,0.02676,0.02708,0.02327
Burundi,,0.00159,0.0018,0.00159,0.00202,0.00259,0.00277,0.00281,0.00319,0.00471,0.00505,0.00548,0.00606,0.00577,0.00427,0.00674,0.00658,0.00668,0.00676,0.00671,0.00661,0.00658,0.00712,0.00727,0.00728,0.00667,0.00664,0.00644,0.00615,0.00416,0.00443,0.00464,0.00465,0.00689
Cameroon,,0.04713,0.05217,0.06048,0.06024,0.06116,0.06392,0.06991,0.06649,0.06631,0.07724,0.07769,0.07856,0.0788,0.05979,0.07455,0.07634,0.07601,0.08,0.08001,0.07822,0.08132,0.08165,0.07808,0.08347,0.08672,0.08577,0.09881,0.09902,0.10789,0.10857,0.12487,0.12003,0.10982
Cape Verde,,0.00454,0.00453,0.002,0.00196,0.00239,0.00236,0.0008,0.00089,0.00128,0.00137,0.00146,0.0015,0.00159,0.00137,0.00178,0.00174,0.00184,0.00184,0.00185,0.00185,0.00318,0.00214,0.00228,0.00227,0.00433,0.00373,0.0042,0.00493,0.00517,0.00552,0.00552,0.0056,0.00558
Central African Republic,,0.00274,0.00334,0.00358,0.00376,0.00363,0.00358,0.00427,0.0039,0.00412,0.00396,0.00424,0.00441,0.0045,0.00459,0.00484,0.00484,0.00489,0.005,0.00507,0.00507,0.00539,0.00549,0.00565,0.00566,0.00577,0.00565,0.00592,0.00633,0.0066,0.00609,0.00608,0.00617,0.00752
Chad,,0.00407,0.00389,0.00389,0.00389,0.00186,0.00222,0.00399,0.00348,0.00232,0.00238,0.00493,0.00461,0.00464,0.00194,0.00248,0.00247,0.00255,0.00257,0.00257,0.00257,0.00278,0.00284,0.00293,0.00293,0.00272,0.00302,0.00325,0.00379,0.00372,0.00364,0.00364,0.00369,0.00379
Comoros,,0.00063,0.00063,0.00063,0.00063,0.00064,0.00055,0.00055,0.00087,0.00091,0.00092,0.00118,0.00114,0.00114,0.0009,0.00118,0.00118,0.00118,0.00118,0.00123,0.00123,0.00136,0.00141,0.00146,0.00147,0.00151,0.00161,0.00163,0.00204,0.00219,0.00214,0.00186,0.0021,0.00218
Congo (Brazzaville),,0.01194,0.01421,0.01282,0.01141,0.01205,0.01726,0.01512,0.01842,0.01503,0.01726,0.01927,0.01766,0.01681,0.01302,0.01455,0.01472,0.01546,0.01529,0.01435,0.01184,0.01302,0.016,0.0154,0.01718,0.01848,0.02663,0.02843,0.03386,0.03964,0.04784,0.07279,0.07578,0.07404
Congo (Kinshasa),,0.09072,0.09277,0.09408,0.09741,0.09554,0.09769,0.10398,0.09915,0.10981,0.11239,0.10628,0.10518,0.11521,0.1074,0.09838,0.10828,0.10937,0.09877,0.09347,0.09292,0.09171,0.08267,0.07982,0.08043,0.09574,0.09893,0.1007,0.10704,0.10456,0.10566,0.1167,0.11036,0.10523
Cote dIvoire (IvoryCoast),,0.07388,0.08135,0.07638,0.07388,0.06544,0.07711,0.07858,0.08658,0.0905,0.09075,0.07791,0.06585,0.06377,0.06313,0.07474,0.08127,0.10143,0.09546,0.09637,0.12522,0.13277,0.10998,0.10706,0.10856,0.11504,0.11335,0.114,0.11957,0.13429,0.12995,0.12275,0.12653,0.12115
Djibouti,,0.02205,0.0177,0.01779,0.01314,0.01096,0.01082,0.00974,0.00996,0.00973,0.02304,0.02326,0.02353,0.02359,0.02266,0.02427,0.02416,0.02416,0.0245,0.0245,0.0245,0.02465,0.02502,0.02506,0.02559,0.0259,0.02565,0.02374,0.02319,0.0169,0.01667,0.01667,0.01845,0.02381
Egypt,,0.70639,0.82834,0.92689,1.05147,1.15403,1.21845,1.24895,1.29857,1.30986,1.35407,1.43153,1.43262,1.4272,1.37148,1.55752,1.58777,1.72707,1.78967,1.84917,1.92319,2.00507,2.22506,2.25752,2.43135,2.58235,2.74552,2.59324,2.75176,3.13295,3.18809,3.24799,3.41783,3.54041
Equatorial Guinea,,0.00085,0.00084,0.00106,0.00106,0.00106,0.0012,0.00121,0.00116,0.00116,0.00168,0.00173,0.00182,0.00172,0.00181,0.00186,0.00185,0.0019,0.00204,0.00278,0.00278,0.00433,0.00354,0.04942,0.05063,0.0059,0.05036,0.05045,0.0588,0.06619,0.06384,0.06812,0.06817,0.08499
Eritrea,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.01373,0.0152,0.01553,0.01574,0.01685,0.01422,0.00888,0.01052,0.00977,0.01103,0.01037,0.01036,0.01035,0.00973,0.00582,0.00714,0.00965,0.00617,0.0096
Ethiopia,,0.03009,0.03056,0.03403,0.03878,0.03855,0.04553,0.04451,0.05018,0.04922,0.05208,0.05321,0.04599,0.06159,0.05553,0.044,0.04756,0.03972,0.04016,0.0521,0.06112,0.06451,0.06956,0.0745,0.08107,0.08517,0.09097,0.10302,0.11177,0.13198,0.13029,0.13678,0.15564,0.17232
Gabon,,0.02842,0.03203,0.03022,0.04146,0.03733,0.03172,0.02869,0.03333,0.0353,0.04399,0.04332,0.0443,0.04559,0.04055,0.04429,0.04181,0.04339,0.04574,0.04426,0.03995,0.03684,0.0382,0.03796,0.03887,0.0393,0.03829,0.04223,0.04474,0.04956,0.05246,0.0498,0.05008,0.05202
"Gambia, The",,0.00224,0.00223,0.00223,0.00223,0.00246,0.00242,0.00225,0.0026,0.00269,0.00265,0.00271,0.00282,0.00282,0.00299,0.00331,0.00309,0.00308,0.00309,0.00327,0.00327,0.00365,0.00392,0.00401,0.00406,0.00408,0.00423,0.00453,0.00559,0.00609,0.00623,0.00677,0.00615,0.00668
Ghana,,0.08608,0.08299,0.08261,0.05537,0.05144,0.05842,0.07788,0.08511,0.09327,0.10297,0.10037,0.10433,0.11333,0.10664,0.11498,0.11703,0.12352,0.12183,0.09528,0.11604,0.14286,0.1419,0.13071,0.12501,0.14492,0.14937,0.15015,0.13327,0.15367,0.17244,0.19468,0.20391,0.2053
Guinea,,0.01374,0.0135,0.01372,0.01373,0.01406,0.01239,0.016,0.01676,0.01713,0.01665,0.02186,0.01738,0.01777,0.01674,0.0187,0.01865,0.01884,0.01978,0.0201,0.02096,0.02176,0.02345,0.02392,0.02203,0.02363,0.02358,0.02306,0.02344,0.02419,0.02445,0.02411,0.02351,0.02312
Guinea-Bissau,,0.00123,0.00123,0.00125,0.00125,0.00168,0.00181,0.00142,0.00262,0.00293,0.00307,0.00388,0.00397,0.004,0.00343,0.00437,0.00432,0.00436,0.00437,0.00437,0.00437,0.00485,0.0049,0.00508,0.00521,0.00518,0.00538,0.00533,0.00551,0.00547,0.00557,0.00557,0.00554,0.00609
Kenya,,0.0991,0.10194,0.10134,0.09874,0.0981,0.1033,0.10949,0.10052,0.1132,0.12209,0.12431,0.11496,0.12362,0.12181,0.13247,0.13944,0.14488,0.13552,0.14929,0.14251,0.14329,0.14518,0.1509,0.16229,0.17045,0.18442,0.20292,0.20395,0.19095,0.1991,0.22417,0.22678,0.2382
Lesotho,,0.00212,0.00192,0.00212,0.00212,0.00212,0.00219,0.0022,0.0022,0.0015,0.0022,0.00285,0.0029,0.00306,0.00311,0.00352,0.00357,0.0036,0.00355,0.0032,0.00467,0.00588,0.00598,0.00615,0.00632,0.00595,0.00774,0.00855,0.00918,0.00977,0.00995,0.01518,0.0129,0.0092
Liberia,,0.03184,0.02937,0.02955,0.02942,0.02581,0.0262,0.02118,0.01655,0.02054,0.01685,0.00814,0.00476,0.00483,0.0049,0.00533,0.00533,0.00553,0.00559,0.00577,0.00577,0.00616,0.00652,0.00705,0.00727,0.00735,0.00745,0.00858,0.00942,0.00857,0.00775,0.00753,0.0082,0.00748
Libya,,0.39743,0.3575,0.3539,0.38078,0.38419,0.42109,0.44198,0.45225,0.46429,0.48088,0.50907,0.53234,0.49663,0.44235,0.53086,0.55334,0.58466,0.61762,0.59319,0.55764,0.62988,0.66709,0.69699,0.68428,0.75794,0.77207,0.73471,0.72489,0.76201,0.82389,0.93755,0.56801,0.69473
Madagascar,,0.01891,0.01648,0.0152,0.01936,0.01928,0.02096,0.01523,0.02076,0.02275,0.01724,0.01698,0.01744,0.01853,0.01785,0.0209,0.02168,0.02227,0.02273,0.02332,0.02339,0.03093,0.03335,0.03755,0.03934,0.04278,0.04156,0.04108,0.04182,0.03617,0.03285,0.03285,0.03169,0.05194
Malawi,,0.01192,0.01244,0.01174,0.01072,0.01064,0.01132,0.01148,0.01196,0.01164,0.01306,0.0149,0.01725,0.01741,0.0165,0.01847,0.01906,0.01936,0.01949,0.02077,0.02152,0.02275,0.02291,0.02391,0.02427,0.02696,0.02836,0.02907,0.02984,0.0316,0.02817,0.03073,0.03126,0.04494
Mali,,0.00704,0.00907,0.00726,0.00741,0.00754,0.00814,0.00675,0.00767,0.00482,0.00835,0.00844,0.00868,0.00904,0.0093,0.00953,0.00956,0.00958,0.00988,0.01,0.01001,0.01023,0.01029,0.01102,0.01107,0.01144,0.0125,0.01163,0.01188,0.01243,0.01239,0.01243,0.01705,0.01756
Mauritania,,0.0092,0.00898,0.00909,0.00904,0.01316,0.01301,0.00741,0.01022,0.01311,0.01524,0.01356,0.0143,0.04602,0.03934,0.04727,0.04792,0.04817,0.04856,0.04874,0.04874,0.04976,0.04976,0.04748,0.04879,0.04151,0.04908,0.04206,0.03878,0.02792,0.02784,0.0279,0.02587,0.03812
Mauritius,,0.01366,0.01206,0.012,0.01287,0.01342,0.01444,0.01754,0.0155,0.0212,0.0251,0.02774,0.02774,0.03286,0.03086,0.03249,0.03554,0.03538,0.03581,0.03691,0.04068,0.05334,0.05851,0.05433,0.05669,0.05767,0.06037,0.06368,0.06784,0.07059,0.06384,0.07182,0.06766,0.07375
Morocco,,0.24207,0.23276,0.23535,0.24161,0.22954,0.24221,0.26998,0.26775,0.28093,0.30902,0.32126,0.3323,0.34006,0.31657,0.40565,0.38904,0.41065,0.41472,0.41548,0.43711,0.44701,0.4813,0.48821,0.49107,0.49229,0.51276,0.53519,0.55024,0.62798,0.64639,0.73099,0.68995,0.62761
Mozambique,,0.17546,0.06689,0.06445,0.08622,0.03419,0.03311,0.01812,0.01736,0.02463,0.02016,0.02036,0.02085,0.02042,0.02184,0.02133,0.02241,0.02159,0.02587,0.03217,0.07782,0.10073,0.13093,0.13324,0.13096,0.10209,0.08306,0.13447,0.18214,0.1705,0.18321,0.18493,0.20438,0.21094
Namibia,,--,--,--,--,--,--,--,0,0,0,0.03435,0.01843,0.01721,0.02,0.02255,0.03227,0.03119,0.03027,0.03326,0.03856,0.0415,0.04742,0.0503,0.05375,0.05689,0.05861,0.0626,0.06488,0.06735,0.06642,0.0631,0.06711,0.0752
Niger,,0.00915,0.00951,0.00999,0.01031,0.01085,0.01088,0.00918,0.01015,0.01359,0.01419,0.01457,0.01466,0.01486,0.015,0.0154,0.01536,0.01526,0.01508,0.01515,0.01495,0.01511,0.0155,0.01645,0.01691,0.0182,0.01724,0.0169,0.01752,0.01325,0.01721,0.0185,0.0184,0.0198
Nigeria,,0.42228,0.51801,0.51696,0.51838,0.55649,0.59952,0.58736,0.61963,0.66323,0.71807,0.69886,0.7694,0.78635,0.74862,0.7432,0.83268,0.8494,0.85069,0.81581,0.81752,0.80941,0.91104,0.93475,0.97768,0.98359,1.08152,1.02946,0.90979,1.02663,0.90367,0.80782,0.82687,0.90336
Reunion,,0.01195,0.01261,0.01375,0.01546,0.01624,0.01672,0.01671,0.01822,0.01952,0.02169,0.02318,0.02508,0.02604,0.02653,0.03262,0.03241,0.0335,0.03404,0.04271,0.04275,0.04413,0.04593,0.04587,0.04589,0.0464,0.04728,0.0478,0.04898,0.05154,0.05102,0.05111,0.04961,0.04918
Rwanda,,0.00354,0.00645,0.00646,0.00729,0.01097,0.01128,0.01098,0.0113,0.01132,0.01174,0.01199,0.01214,0.01245,0.00873,0.01151,0.01169,0.01151,0.01186,0.01221,0.01184,0.01234,0.01233,0.01248,0.01276,0.01204,0.01248,0.01237,0.01108,0.01177,0.01213,0.01225,0.0128,0.01236
Saint Helena,,0,0.00004,0.00004,0.00004,0.00004,0.00004,0.00004,0.00009,0.00009,0.00009,0.00009,0.00004,0.00004,0.00009,0.00009,0.00009,0.00009,0.00009,0.00009,0.00009,0.00031,0.00018,0.00018,0.00018,0.00013,0.00018,0.00016,0.00018,0.00014,0.00013,0.00013,0.00013,0.00013
