Locality,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Middle East,,9.619,10.318,10.556,10.06,10.743,10.762,10.118,10.404,10.508,10.486,9.646,10.458,13.332,13.655,11.305,11.005,11.252,10.943,11.039,8.577,7.984,9.444,11.735,15.615,16.398,27.371,28.92104,27.74664,11.90615,13.22273,17.94834,20.7557,22.6915
Bahrain,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.002,0.0025,0.0025
Iran,,5.561,6.164,6.38,6.138,6.268,6.27,6.136,6.336,6.386,6.633,6.022,6.985,9.435,9.725,7.371,7.202,7.326,6.857,6.961,4.906,3.662,5.06,8.034,11.014,10.568,16.01,18.208,17.95,5.149,7.386,9.594,12.2112,12.553
Iraq,,0.683,0.683,0.604,0.594,0.604,0.604,0.594,0.604,0.703,0.594,0.604,0.307,0.693,0.594,0.554,0.564,0.564,0.575,0.587,0.599,0.605,0.612,0.512,0.429,0.488,5.94,6.03504,5.67864,3.45015,3.19473,4.71834,4.099,5.37
Israel,,0,0,0,0,0,0,0,0.01,0.01,0.003,0.003,0.006,0.029,0.03,0.03,0.025,0.024,0.025,0.025,0.033,0.031,0.02,0.032,0.043,0.039,0.039,0.025,0.024,0.025,0.099,0.147,0.313,0.475
Jordan,,0,0,0,0,0,0,0.003,0.019,0.027,0.017,0.019,0.008,0.016,0.023,0.015,0.019,0.023,0.02,0.016,0.017,0.042,0.046,0.06,0.05,0.061,0.064,0.059,0.072,0.072,0.068,0.07,0.064,0.069
Kuwait,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,,0.841,0.841,0.643,0.554,0.579,0.579,0.554,0.604,0.594,0.495,0.297,0.495,0.545,0.713,0.809,0.71,0.79,0.892,0.777,0.329,0.445,0.33,0.671,1.349,1.109,1.036,0.688,0.579,0.369,0.616,0.831,0.797,0.997
Oman,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palestinian Territories,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
Syria,,2.534,2.63,2.929,2.774,3.292,3.309,2.831,2.831,2.788,2.744,2.701,2.657,2.614,2.57,2.526,2.485,2.525,2.574,2.673,2.693,3.199,3.376,2.426,2.73,4.133,4.282,3.906,3.443,2.84,1.847,2.566,3.25,3.205
United Arab Emirates,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.019,0.019
Yemen,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,,60.243,52.7617,52.0094,50.2822,45.2709,47.0486,49.8083,48.927,51.5997,52.78635,55.99073,57.8061,56.9021,55.97517,56.8071,60.2142,63.2769,65.0699,62.5869,73.8939,77.0032,84.0373,86.0623,84.9413,90.29604,92.24807,96.33579,98.23372,100.18847,104.02177,115.8006,116.8446,119.5696
Algeria,,0.248,0.362,0.474,0.233,0.516,0.639,0.247,0.491,0.181,0.263,0.134,0.29,0.197,0.349,0.164,0.191,0.134,0.074,0.213,0.201,0.053,0.068,0.056,0.262,0.248,0.549,0.216,0.224,0.28,0.303,0.172,0.497,0.616
Angola,,0.53,0.53,0.6,0.6,0.6,0.6,0.66,0.66,0.66,0.667,0.718,0.715,0.832,0.881,0.886,0.891,0.916,0.866,1.049,0.885,0.903,1.007,1.132,1.229,1.733,2.197,2.638,2.472,3.103,3.063,3.666,3.967,3.94
Benin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017,0.0017,0.0017,0.0017,0.002,0.002,0.002,0.002,0.001,0.001,0.005,0.004,0.004,0.002,0.002,0.002,0.002
Botswana,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,,0,0,0,0,0,0,0,0,0,0,0.009,0.013,0.02,0.047,0.072,0.094,0.114,0.115,0.078,0.123,0.097,0.053,0.064,0.096,0.10044,0.09947,0.07986,0.1103,0.13457,0.13097,0.116,0.081,0.097
Burundi,,0.002,0.002,0.002,0.023,0.039,0.046,0.061,0.094,0.103,0.102,0.107,0.11,0.104,0.108,0.114,0.117,0.117,0.12,0.109,0.097,0.098,0.114,0.126,0.1,0.09,0.095,0.092,0.116,0.111,0.12,0.141,0.15,0.2
Cameroon,,1.35,1.79,2.028,2.003,2.106,2.295,2.297,2.301,2.489,2.602,2.609,2.642,2.624,2.626,2.661,2.725,2.839,3.061,3.085,3.301,3.408,3.439,3.15,3.493,3.881,3.734,4.496,3.885,4.267,4.047,4.276,4.412,4.558
Cape Verde,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.005,0.006,0.007,0.007,0.008,0.008,0.008,0.006,0.006,0.005,0.006,0.006,0.007,0.007,0.006,0.007,0.007,0.007,0.007
Central African Republic,,0.066,0.065,0.068,0.064,0.069,0.06,0.076,0.073,0.074,0.074,0.076,0.075,0.077,0.077,0.079,0.08,0.081,0.083,0.081,0.081,0.083,0.082,0.082,0.083,0.124,0.133,0.139,0.136,0.136,0.135,0.134,0.15,0.155
Chad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.004,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.003
Congo (Brazzaville),,0.099,0.102,0.174,0.229,0.248,0.288,0.265,0.275,0.286,0.393,0.485,0.474,0.421,0.355,0.319,0.348,0.451,0.446,0.339,0.25,0.292,0.331,0.392,0.339,0.327,0.351,0.368,0.332,0.371,0.327,0.426,0.783,0.813
Congo (Kinshasa),,4.199,4.126,4.08,4.432,4.646,4.975,5.204,5.187,5.196,5.836,5.569,5.206,5.993,5.473,5.241,6.097,6.03,4.974,4.662,5.247,5.939,5.914,6.049,6.098,7.007,7.319,7.445,7.742,7.408,7.722,7.774,7.769,7.852
Cote dIvoire (IvoryCoast),,1.345,1.726,1.731,1.067,0.369,1.344,1.179,1.216,1.227,1.25,1.309,1.242,1.038,1.087,1.162,1.766,1.764,1.86,1.363,1.736,1.746,1.782,1.712,1.814,1.838,1.533,1.607,1.894,1.997,2.217,1.711,1.865,1.837
Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,,9.699,10.109,10.365,10.09405,9.90005,8.01905,7.9201,8.1681,7.8211,7.9201,9.8751,8.5451,8.4551,10.3821,10.6401,11.3092,11.4492,11.8772,12.1102,15.1582,13.6972,15.2002,12.9342,13.2572,13.0412,13.0702,13.4122,16.1862,15.4662,13.8672,14.607,14.685,14.721
Equatorial Guinea,,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.005,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007
Eritrea,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002
Ethiopia,,0.473,0.502,0.574,0.623,0.683,0.747,0.821,0.886,0.956,0.994,1.088,1.097,1.127,1.251,1.34,1.414,1.495,1.55,1.589,1.609,1.635,1.9721,2.003,2.257,2.496,2.805,3.226,3.351,3.2771,3.5133,4.9003,6.2173,6.5943
Gabon,,0.257,0.408,0.482,0.541,0.604,0.66,0.665,0.668,0.669,0.693,0.701,0.708,0.716,0.711,0.748,0.792,0.769,0.808,0.811,0.83,0.802,0.876,0.921,0.898,0.891,0.811,0.943,0.8,0.892,0.942,0.905,0.839,0.908
"Gambia, The",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,,5.276,5.341,4.941,2.55,1.799,2.996,4.389,4.627,4.811,5.178,5.664,6.075,6.536,6.228,6.033,6.036,6.559,6.782,3.792,5.117,6.544,6.543,4.986,3.846,5.228,5.573,5.563,3.69,6.133,6.808,6.926,7.485,7.99
Guinea,,0.148,0.148,0.148,0.153,0.155,0.161,0.163,0.165,0.168,0.17,0.173,0.176,0.178,0.18,0.182,0.191,0.195,0.285,0.307,0.391,0.406,0.546,0.589,0.396,0.549,0.489,0.456,0.533,0.524,0.517,0.482,0.52,0.55
Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,,1.182,1.5427,1.6174,1.86015,1.84985,2.14155,2.2342,2.3209,2.7836,2.93325,3.03863,3.246,3.254,3.45507,3.42,3.643,3.835,3.714,3.753,2.916,2.057,3.175,3.79,4.33,4.191,4.316,4.574,4.79,4.317,3.819,5.18,5.248,6.187
Lesotho,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195,0.288,0.285,0.314,0.325,0.297,0.459,0.525,0.554,0.584,0.648,0.694,0.63,0.486
Liberia,,0.331,0.314,0.328,0.32,0.223,0.259,0.315,0.316,0.321,0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libya,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,,0.146,0.152,0.226,0.245,0.252,0.255,0.266,0.286,0.3,0.314,0.338,0.332,0.342,0.344,0.347,0.369,0.421,0.45,0.5,0.515,0.54,0.528,0.535,0.604,0.634,0.641,0.631,0.712,0.692,0.734,0.704,0.69,1.335
Malawi,,0.388,0.379,0.405,0.443,0.464,0.47,0.506,0.558,0.563,0.566,0.697,0.743,0.768,0.771,0.811,0.832,0.846,0.866,0.995,0.962,1.023,1.045,1.093,1.139,1.259,1.307,1.339,1.367,1.521,1.488,1.735,1.809,1.9
Mali,,0.083,0.082,0.105,0.122,0.133,0.133,0.158,0.16,0.166,0.168,0.181,0.182,0.208,0.218,0.22,0.223,0.21,0.227,0.23,0.23,0.233,0.234,0.236,0.234,0.248,0.255,0.263,0.268,0.278,0.282,0.286,0.7,0.724
Mauritania,,0.025,0.03,0.038,0.039,0.036,0.031,0.018,0.025,0.025,0.025,0.025,0.025,0.026,0.026,0.028,0.028,0.028,0.03,0.028,0.03,0.032,0.034,0.034,0.041,0.044,0.049,0.051,0.054,0.06,0.11,0.116,0.13,0.135
Mauritius,,0.082,0.059,0.093,0.035,0.065,0.114,0.109,0.139,0.099,0.147,0.084,0.074,0.112,0.103,0.075,0.134,0.102,0.092,0.104,0.31,0.505,0.52,0.515,0.547,0.5714,0.5434,0.49627,0.52342,0.5674,0.582,0.622,0.578,0.578
Morocco,,1.487,1.031,0.576,0.476,0.362,0.465,0.625,0.825,0.926,1.145,1.184,1.234,0.954,0.439,0.831,0.605,1.937,2.062,1.759,0.817,0.775,1.068,1.0361,1.6441,1.7911,1.1751,1.1711,1.1851,1.2181,2.9331,4.0921,2.8631,2.3431
Mozambique,,13.409,3.315,2.959,5.01,0.552,0.149,0.038,0.024,0.049,0.05,0.281,0.32,0.322,0.341,0.362,0.375,0.445,0.967,1.487,7.606,9.555,11.723,12.547,10.761,11.551,13.131,14.57,15.902,14.963,16.781,16.481,16.642,14.994
Namibia,,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,1.12,0.845,0.604,0.982,1.157,1.366,1.356,1.446,1.497,1.586,1.641,1.59,1.56,1.476,1.395,1.235,1.39,1.591
Niger,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,,2.724,2.291,2.394,1.856,2.569,2.978,3.594,3.251,3.968,4.099,4.343,5.871,5.998,5.516,5.506,5.445,5.445,5.537,5.717,6.088,5.686,5.85,8.152,7.374,8.027,7.69,6.2,6.165,5.664,4.484,6.31,5.824,5.602
Reunion,,0.302,0.37,0.422,0.428,0.404,0.483,0.497,0.524,0.418,0.492,0.544,0.456,0.49,0.493,0.493,0.497,0.6,0.639,0.751,0.753,0.754,0.756,0.769,0.772,0.779,0.784,0.785,0.866,0.946,0.856,0.866,0.886,0.963
Rwanda,,0.111,0.103,0.133,0.151,0.161,0.162,0.149,0.164,0.167,0.171,0.165,0.163,0.17,0.153,0.156,0.158,0.14,0.16,0.16,0.127,0.11,0.088,0.097,0.116,0.083,0.065,0.038,0.0422,0.0682,0.0982,0.1102,0.1302,0.1352
Saint Helena,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,,0.007,0.007,0.008,0.006,0.008,0.008,0.007,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.007,0.009,0.01,0.004,0.006,0.007,0.006,0.004,0.008,0.01,0.008,0.007,0.005,0.01,0.01
Senegal,,0,0,0,0,0,0,0,0,0,0,0.044,0.044,0.044,0.045,0.045,0.046,0.047,0.048,0.049,0.05,0.053,0.062,0.262,0.39,0.335,0.319,0.286,0.219,0.259,0.29,0.305,0.309,0.336
Seychelles,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0.016,0.016,0.016,0.018,0.004,0.018,0.095,0.087,0.123,0.1,0.1
Somalia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
South Africa,,0.992,1.656,1.016,0.595,0.56,0.624,1.623,1.617,3.162,2.759,1.01,1.98,0.752,0.146,1.074,0.529,1.379,2.238,1.826,0.923,1.65,2.368,2.669,1.089,1.256,1.637,3.19,1.183,1.518,1.716,2.427,2.37,2.418
Sudan and South Sudan,,0.495,0.739,0.764,0.764,0.75,0.914,0.914,0.916,0.918,0.926,1.458,1.538,1.588,1.59,1.62,1.472,1.573,1.553,1.543,1.708,1.681,1.765,1.784,1.661,1.606,1.758,1.866,1.946,1.958,3.706,6.65,6.912,7.063
Swaziland,,0.126,0.129,0.094,0.065,0.129,0.185,0.151,0.183,0.194,0.217,0.152,0.202,0.202,0.202,0.202,0.208,0.208,0.21,0.208,0.203,0.195,0.19,0.201,0.122,0.102,0.157,0.154,0.171,0.157,0.202,0.236,0.15,0.125
Tanzania,,0.987,1.019,1.028,1.064,1.094,1.114,1.069,1.162,1.233,1.431,1.534,1.709,1.634,1.681,1.478,1.524,1.731,1.435,2.057,2.143,2.121,2.576,2.693,2.524,2.333,1.76,1.422,2.499,2.623,2.614,2.595,1.788,1.672
Togo,,0.038,0.038,0.057,0.019,0.038,0.076,0.076,0.076,0.076,0.095,0.095,0.193,0.128,0.23,0.148,0.255,0.19,0.093,0.172,0.203,0.099,0.05,0.086,0.123,0.0819,0.0749,0.0928,0.1005,0.0919,0.111,0.094,0.107,0.093
Tunisia,,0.023,0.029,0.039,0.03,0.066,0.108,0.051,0.112,0.047,0.034,0.044,0.104,0.064,0.063,0.04,0.041,0.07,0.072,0.075,0.094,0.086,0.077,0.093,0.197,0.196,0.186,0.129,0.092,0.069,0.175,0.189,0.217,0.31
Uganda,,0.633,0.513,0.555,0.513,0.612,0.628,0.64,0.612,0.581,0.678,0.761,0.768,0.973,0.958,0.997,1.035,1.107,1.24,1.255,1.258,1.551,1.546,1.668,1.752,1.888,1.839,1.24056,1.478,1.711,1.486,1.585,1.447,2.525
Western Sahara,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,,9.01,9.676,9.913,9.93,9.783,9.852,9.695,8.353,8.291,6.702,7.731,7.715,7.663,7.666,7.668,7.792,7.043,7.807,7.464,7.635,7.673,7.814,8.021,8.174,8.375,8.794,9.746,9.703,9.569,10.279,11.16,11.322,11.696
Zimbabwe,,3.966,4.072,3.568,3.695,3.422,3.065,3.122,2.48,2.659,3.369,3.752,3.527,2.88,1.766,1.628,1.814,2.141,2.102,1.861,2.92,3.227,2.968,3.786,5.305,5.466,4.866,5.257,5.329,5.651,5.403,5.741,5.149,5.396
Asia & Oceania,,267.6064,284.8159,294.9084,314.9812,317.2233,335.6785,349.3395,343.494,385.533,408.768,425.084,433.12,424.7275,458.6481,471.42064,508.6765,501.24897,519.87501,547.58857,555.82345,565.9231,623.9018,632.2018,664.67211,747.79057,807.72995,884.19359,938.1999,1045.92739,1098.47396,1267.55924,1351.51034,1560.20293
Afghanistan,,0.711,0.721,0.707,0.746,0.757,0.77,0.713,0.756,0.744,0.75,0.756,0.683,0.473,0.47,0.467,0.412,0.361,0.322,0.3,0.3,0.312,0.498,0.555,0.63,0.565,0.59,0.637,0.748,0.54201,0.7761,0.7511,0.5951,0.7101
American Samoa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,,13.214,14.335,13.961,12.411,12.375,13.929,14.772,13.863,14.11,15.111,14.756,16.433,15.8744,17.164,16.879,16.469,16.575,17.733,16.702,17.701,17.422,18.001,17.712,18.509,18.52,19.95,21.481,20.866,19.61,19.62,22.357,26.813,23.834
Bangladesh,,0.625,0.523,0.662,0.662,0.897,0.739,0.45,0.512,0.668,0.911,0.875,0.83,0.788,0.602,0.839,0.604,0.732,0.71202,0.85605,0.8251,0.9375,0.984,1.057,1.118,1.218,1.2855,1.387,1.4,1.481,1.5682,1.719,1.8098,1.9428
Bhutan,,0.006,0.007,0.008,0.008,0.008,0.008,0.3,1.168,1.529,1.529,1.541,1.557,1.604,1.604,1.658,1.715,1.852,1.82,1.783,1.782,1.792,1.921,2.178,2.502,2.329,2.62,4.474,6.494,6.891,6.928,7.255,6.975,6.745
Brunei,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002
Burma (Myanmar),,0.788,0.851,0.917,0.983,1,0.993,1.031,1.013,0.926,1.133,1.181,1.228,1.503,1.688,1.598,1.608,1.634,1.669,0.94,1.028,1.873,1.804,2.21,2.228,2.384,2.967,3.292,3.583,4.03,5.203,5.054,7.443,7.688
Cambodia,,0.049,0.053,0.055,0.04,0.03,0.035,0.04,0.045,0.05,0.054,0.062,0.064,0.067,0.069,0.071,0.073,0.077,0.057,0.05,0.044,0.047,0.031,0.03,0.049,0.042,0.059,0.065,0.065,0.062,0.058,0.049,0.0652,0.535
China,,57.618,64.845,73.656,85.536,85.932,91.476,93.555,99.198,108.009,117.216,125.14,123.86,130.202,149.219,165.74,187.87,186.575,195.447,205.005,213.716,223.246,277.869,288.437,284.368,353.823,397.67,437.902,488.729,596.785,639.28,770.919,800.572,1003.515
Cook Islands,,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013
Fiji,,0,0,0,0.049,0.285,0.291,0.349,0.366,0.347,0.347,0.401,0.401,0.406,0.406,0.426,0.445,0.446,0.45002,0.43802,0.46995,0.4341,0.4831,0.4701,0.3641,0.3871,0.3591,0.3611,0.5381,0.5351,0.5001,0.4541,0.4961,0.5651
French Polynesia,,0,0,0,0.016,0.024,0.032,0.035,0.035,0.058,0.064,0.069,0.074,0.09,0.094,0.096,0.125,0.133,0.133,0.151,0.087,0.116,0.105,0.131,0.154,0.178,0.177,0.198,0.22,0.209,0.208,0.273,0.23,0.172
Guam,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaiian Trade Zone,,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Hong Kong,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.08
India,,46.54,49.56,48.31,49.87,53.405,50.508,53.311,46.996,57.297,61.517,70.971,72.086,69.275,69.872,82.1,72.4,69.169,74.957,83.306,82.387,76.755,77.033,72.276,85.464,96.009,115.376,129.826,140.416,131.402,131.914,143.92,172.973,159.947
Indonesia,,2.234,2.907,2.782,3.139,3.402,4.197,5.769,5.244,6.65,7.87,7.791,8.156,10.093,9.129,9.303,10.354,11.117,8.278,13.128,12.877,14.791,17.578,16.083,15.317,16.252,17.244,16.217,18.23002,19.7694,20.6281,26.7342,21.7652,22.266
Japan,,88.875,87.922,90.505,94.295,84.649,94.69,93.749,88.72,105.855,107.81,100.674,109.139,94.622,107.366,80.264,97.105,96.72481,107.43,110.189,104.703,105.397,102.78,102.552,116.767,117.178,104.274,116.049,103.949,106.065,106.833,115.238,117.692,122.368
Kiribati,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, North",,10.494,10.652,10.811,10.969,11.128,12.177,12.87,13.464,14.85,14.85,15.444,14.85,14.058,13.167,13.662,14.058,12.375,10.593,10.098,10.197,10.098,10.494,10.514,11.603,12.375,13.001,12.494,13.147,13.927,12.375,13.266,13.068,13.365
"Korea, South",,1.539,2.257,1.56,2.272,1.978,3.153,3.078,3.925,1.967,2.934,4.638,3.452,3.068,4.188,2.32554,2.9844,2.80576,2.86787,4.301,4.225,4.085,4.238,3.454,5.133,4.712,4.075,4.05,4.614,4.427,4.751,6.341,7.536,7.123
Laos,,0.92,1.089,1.138,1.019,0.94,0.857,0.819,0.531,0.487,0.661,0.817,0.876,0.858,0.867,0.853,1.042,1.194,1.164,1.802,2.324,3.277,3.297,3.212,2.832,2.998,3.135,3.241,3.336,3.642,3.347,7.501,11.268,11.14
Macau,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,,1.398,1.578,1.29,1.684,3.397,3.776,4.032,4.861,5.607,5.183,3.948,4.363,4.316,4.823,6.458,6.156,5.132,3.831,4.803,7.445,7.34,6.371,5.248,5.693,5.769,5.139,6.378,6.42501,7.38601,8.35601,7.69101,8.83101,9.831
Maldives,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,0.00003,0.00003,0.00003,0.00003,0.0001,0.0002,0.0002
Mongolia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011,0.00041,0.00041,0.00041,0.00041,0.0024,0.0024,0.0024,0.0044,0.0044
Nauru,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,,0.176,0.208,0.206,0.314,0.335,0.332,0.432,0.543,0.557,0.536,0.877,0.901,0.83,0.865,0.924,1.147,1.169,1.051,1.12,1.397,1.616,1.831,2.098,2.24,2.378,2.492,2.708,2.755,2.775,3.071,3.173,3.455,3.498
New Caledonia,,0.276,0.268,0.408,0.278,0.397,0.479,0.398,0.254,0.527,0.516,0.456,0.34,0.342,0.342,0.376,0.42,0.39,0.36,0.393,0.467,0.445,0.37,0.325,0.325,0.33303,0.356,0.315,0.426,0.483,0.432,0.292,0.43,0.43
New Zealand,,20.9304,20.8949,19.5724,21.0422,21.7363,20.9895,23.3775,23.582,24.774,24.149,25.738,25.702,23.211,26.043,28.338,29.693,28.3673,26.346,27.298,26.594,27.818,24.933,28.025,26.675,30.274,27.368,27.879,28.452,27.939,30.919,32.599,33.539,31.564
Niue,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,,8.627,8.953,9.423,11.251,12.698,12.114,13.66,15.098,16.516,16.797,16.756,18.12,20.901,19.242,22.629,22.974,20.649,21.839,22.225,19.095,17.022,18.752,22.127,26.675,25.414,30.553,31.633,28.42,27.506,27.822,31.503,28.25,29.576
Papua New Guinea,,0.312,0.307,0.301,0.381,0.406,0.416,0.452,0.433,0.44,0.45,0.455,0.455,0.455,0.455,0.46,0.862,0.934,0.703,0.859,0.91,0.921,0.921,0.921,0.97,0.936,1.182,1.154,1.254,1.246,1.245,1.25,1.125,1.1
Philippines,,5.45,6.322,7.141,6.825,9.45,10.209,10.331,9.54,10.814,11.47,11.466,10.852,9.909,10.611,12.207,12.305,13.494,13.209,13.947,18.356,19.347,17.475,17.205,17.612,18.789,18.224,20.35902,18.752,20.52911,20.07869,17.717,19.643,20.639
Samoa,,0.007,0.007,0.012,0.012,0.016,0.017,0.02,0.018,0.018,0.02,0.02,0.02,0.025,0.025,0.025,0.026,0.03,0.033,0.038,0.043,0.035,0.048,0.062,0.054,0.05,0.05,0.051,0.0522,0.0532,0.0542,0.0532,0.0552,0.0372
Singapore,,0,0,0,0,0,0,0,0,0,0,0.17,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.946,0.946,0.99,0.958,0.918,0.954,0.974,1.048,1.064,1.174,1.174,0.638
Solomon Islands,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,,1.464,1.556,1.591,1.204,2.069,2.37,2.617,2.154,2.57,2.773,3.114,3.085,2.871,3.758,4.048,4.407,3.219,3.413,3.876,4.131,3.176,3.09,2.68,3.277,2.946,3.434,3.868,3.927,4.109,3.886,5.649,4.683,3.444
Taiwan,,2.905,4.77,4.758,4.967,4.41,5.941,6.069,5.454,4.626,4.814,6.68,4.267,7.012,4.529,5.561,5.491,5.556,5.924,7.03,6.2,6.2231,7.2613,5.5753,5.9295,6.2036,7.038,7.425,8.219,8.055,7.706,8.548,9.09,10.742
Thailand,,1.26,2.943,3.797,3.622,4.039,3.654,5.496,4.033,3.74,5.515,4.927,4.542,4.198,3.664,4.47,6.935,8.13,7.473,5.4464,4.3683,6.4773,6.7343,8.0843,8.3793,7.2623,7.2708,9.5069,9.818,9.617,10.076,8.677,11.29,13.689
Timor-Leste (East Timor),,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0
Tonga,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
