Locality,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Armenia,,--,--,--,--,--,--,--,--,--,--,--,--,155.4259,3.30693,39.68321,3.30693,5.51156,5.51156,5.51156,3.30693,0,0,19.8416,29.76241,0,0,1.12436,3.30693,2.20462,0,1.10231,0,0
Azerbaijan,,--,--,--,--,--,--,--,--,--,--,--,--,29.76241,7.71618,8.81849,12.12542,12.12542,6.61387,1.10231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,,--,--,--,--,--,--,--,--,--,--,--,--,2050.29913,1772.51667,1321.67132,1240.10028,1230.17948,892.8722,925.94154,662.48913,650.3637,575.40653,458.56153,415.57138,357.14888,271.16859,235.89463,180.77906,168.65364,159.83515,165.3467,192.90449,223.76921
Estonia,,--,--,--,--,--,--,--,--,--,--,--,--,229.28076,151.01666,72.75255,58.4225,42.99014,23.14854,83.77566,97.0034,94.79878,124.56118,69.44562,48.5017,63.93406,61.72944,77.1618,142.19817,135.5843,103.61727,63.93406,78.26411,69.44562
Former U.S.S.R.,,751332.1157,748106.7527,770504.6172,763734.2208,769601.8242,778867.8535,802557.6269,806942.6215,821181.1773,777312.4922,848468.895,672436.3848,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Georgia,,--,--,--,--,--,--,--,--,--,--,--,--,580.91809,311.95411,403.44596,48.5017,27.55778,19.18022,38.5809,30.86472,29.76241,25.35316,25.35316,54.01326,15.43236,19.8416,17.63698,52.91095,131.17505,249.12237,124.56118,162.03977,288.80558
Kazakhstan,,--,--,--,--,--,--,--,--,--,--,--,--,100107.5084,91505.07058,87641.46926,72361.2292,64720.00685,54227.10502,54343.95002,50989.61656,49238.04381,52736.78006,54317.49455,59202.9385,69585.60919,71368.04666,76565.44472,81095.94441,87042.91419,80357.3958,86714.42541,95375.28576,104786.8202
Kyrgyzstan,,--,--,--,--,--,--,--,--,--,--,--,--,2734.83448,2444.9266,2237.69206,1298.52278,1127.66452,1356.94528,1350.33142,1343.71755,1244.50952,882.9514,1370.17302,1597.24916,1485.91571,1316.15976,1211.44018,1113.33447,1522.29199,1391.11694,1848.57615,1957.70497,2444.9266
Latvia,,--,--,--,--,--,--,--,--,--,--,--,--,554.46261,669.103,473.99388,286.60095,272.27091,229.28076,173.06288,152.11897,119.04963,152.11897,123.45887,117.94732,112.43576,139.99354,149.91434,182.98369,184.086,148.81203,187.39293,209.43916,347.22808
Lithuania,,--,--,--,--,--,--,--,--,--,--,--,--,725.32087,731.93474,531.31408,410.05983,379.19511,300.931,259.04317,210.54147,158.73284,143.30048,246.91774,314.15874,306.44256,336.20496,466.27771,445.22356,375.66771,277.34154,349.4327,386.91129,369.27431
Moldova,,--,--,--,--,--,--,--,--,--,--,--,--,2958.60369,2574.99934,2534.21382,1500.24576,1300.7274,731.93474,621.70361,263.45241,210.54147,165.3467,176.36982,249.12237,207.23454,186.29062,213.8484,144.40279,218.25765,199.51836,209.43916,218.25765,170.85826
Russia,,--,--,--,--,--,--,--,--,--,--,--,--,325763.8715,312686.0495,284421.6839,270035.4184,278241.0241,253145.8037,238254.6796,247123.8768,252511.9747,230629.9919,240234.4308,243426.7245,235114.1945,233491.5922,240254.2724,230401.8134,249795.8795,204083.0274,244411.0885,245531.0368,274199.9507
Tajikistan,,--,--,--,--,--,--,--,--,--,--,--,--,508.16554,144.40279,88.18491,37.47859,22.04623,44.09245,35.27396,26.45547,33.06934,35.27396,48.5017,61.72944,111.33345,116.845,123.45887,209.43916,229.28076,235.89463,234.79232,274.47553,234.79232
Turkmenistan,,--,--,--,--,--,--,--,--,--,--,--,--,551.15568,440.92454,440.92454,220.46227,110.23114,60.62712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,,--,--,--,--,--,--,--,--,--,--,--,--,132331.3764,114773.7611,92090.39791,94668.70418,74109.49501,71511.34714,72537.59901,71912.58847,72349.10377,70000.07826,70665.87433,77432.96376,69248.30192,70633.9073,76103.57626,76964.48143,72307.21594,61879.35048,68571.48274,70641.62348,77327.14187
Uzbekistan,,--,--,--,--,--,--,--,--,--,--,--,--,6439.70296,4797.25904,4886.54626,3799.66726,3693.84537,3077.65332,3218.74917,3194.49832,3839.35047,3955.09316,3949.5816,3040.17473,3563.77263,3433.69988,3681.71994,3892.26141,3877.93136,4207.52246,4090.67746,4304.52586,4516.16964
Middle East,,1071.44664,1254.43033,2314.85386,3058.91402,4382.78997,4721.19955,5105.90622,5368.25632,5316.44769,5633.91336,5565.57005,6189.62489,7312.73356,7747.04423,8788.72847,9296.89401,10870.99463,11850.94943,12608.23733,12404.41996,14245.94132,14888.36838,16176.30897,16668.38076,16868.8912,16565.53511,17764.18848,17993.02832,17772.56605,16218.30703,17471.63505,18646.69896,22576.43895
Bahrain,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iran,,1058.21891,837.75663,1304.03434,1197.11014,1423.08397,1490.32496,1556.46364,1587.32836,1609.37458,1629.21619,1461.66486,1709.68492,1793.46058,1386.70769,2049.19682,1849.67846,1998.49049,2087.77771,2130.76786,2174.86031,2343.51395,1966.52347,2035.96908,2283.98914,2225.56663,2716.09519,2714.99288,2871.52109,2669.79811,1948.88648,2368.86711,2261.94291,2660.97962
Iraq,,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,2.20462,1.10231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,,1.10231,399.03671,995.38716,1851.88308,2953.09213,3227.56766,3547.23795,3778.72334,3704.86848,4003.59486,4101.70057,4476.48643,5517.06835,6235.77536,6613.86816,7241.08332,8641.01875,9525.07246,10249.29102,10003.58582,11674.24892,12661.69943,13743.5078,13961.10406,14192.47922,13364.42292,14320.5678,14654.12721,14263.90899,13059.08268,13569.45284,13868.17921,16534.67039
Jordan,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,,6.61387,6.61387,3.30693,0,0,0,0,0,0,0,0,0,0,122.35656,123.45887,203.9276,225.97383,225.97383,220.46227,220.46227,220.46227,220.46227,220.46227,220.46227,220.46227,220.46227,220.46227,220.46227,220.46227,220.46227,248.02006,275.57784,345.02346
Oman,,0,0,0,0,0,0,0,0,0,0,0,0.14661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palestinian Territories,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.71618,2.20462,1.10231,3.30693,2.20462,4.40925,0,1.10231,0,0,0,0,0,0,0,0
Qatar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syria,,4.40925,9.9208,11.02311,8.81849,5.51156,2.20462,1.10231,1.10231,1.10231,0,0,2.20462,2.20462,2.20462,2.20462,2.20462,5.51156,4.40925,5.51156,4.40925,4.40925,4.40925,3.30693,4.40925,4.40925,4.40925,4.40925,4.40925,4.40925,4.40925,4.40925,4.40925,4.40925
United Arab Emirates,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.06934,168.65364,198.41604,224.87152,260.14548,503.75629,242.5085,613.98743,985.46636,1280.8858,2236.58975,3031.35624
Yemen,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,,112837.2337,124874.5807,132499.5869,136218.7899,146953.821,151626.9102,156054.8508,160924.7169,164213.0032,153657.3181,152483.168,157771.5321,161484.8597,160040.4262,174263.9862,175718.7406,177427.8038,183939.9582,174206.9557,182765.7397,188974.5496,192625.9209,185233.6988,200084.0971,212867.4042,207946.3106,210722.9983,216027.0049,230459.0091,224154.4572,223204.4169,219297.1288,220501.9551
Algeria,,672.40993,795.8688,860.90517,1274.27193,1531.11048,1070.34433,1182.78009,1105.61829,1236.79335,1341.51292,1226.87254,1301.82972,1111.12985,913.81612,827.83583,1201.51938,741.85554,402.34365,912.71381,943.57852,855.39361,911.61149,1037.27499,1115.5391,1176.16622,1119.94834,1073.65126,1236.79335,1235.69103,686.73998,561.07648,483.91469,482.81238
Angola,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Botswana,,408.95751,443.12917,478.40313,460.76615,462.97077,513.73552,585.73849,688.29313,698.72541,748.51902,901.73589,883.91372,1003.60158,992.08022,1004.53414,1005.73015,857.86279,878.45066,1125.57013,1144.19919,1146.40381,1051.60504,1078.06051,935.86234,1027.35419,1104.51598,1079.16282,929.24848,1007.51258,817.91503,1093.49287,873.0306,820.11965
Burkina Faso,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,,0,1.10231,1.10231,1.10231,1.10231,2.20462,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,0,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Brazzaville),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Kinshasa),,281.0894,289.90789,273.37322,262.3501,265.65704,268.96397,277.78246,282.19171,315.26105,275.57784,241.40619,251.32699,255.73624,263.45241,267.86166,320.77261,273.37322,273.37322,276.68015,276.68015,256.83855,251.32699,259.04317,274.47553,292.11251,315.26105,332.89803,353.84195,375.88817,385.80898,413.36676,440.92454,434.31068
Cote dIvoire (IvoryCoast),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,,864.21211,1367.9684,1525.59892,1075.85589,1205.92863,1317.26207,1373.47995,1439.61864,1537.72435,1592.83991,1358.04759,1287.4677,1248.42273,1632.66642,1769.20973,1184.98471,1639.13699,1373.47995,1340.41061,1224.66792,1510.16656,1290.8066,1415.36779,1467.17642,1500.24576,1467.17642,1581.8168,1629.21619,1622.60232,1451.74406,1749.36813,1699.76412,1821.01837
Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gambia, The",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,,2.20462,2.20462,2.20462,2.20462,2.20462,2.20462,2.20462,3.30693,3.30693,3.30693,3.30693,3.30693,3.30693,3.30693,3.30693,3.30693,3.30693,3.30693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,,18.73929,100.31033,51.80863,36.37627,92.59415,100.31033,94.79878,101.41265,125.66349,145.5051,167.55133,146.60741,175.26751,145.5051,136.68661,173.06288,159.83515,163.14208,132.27736,127.86812,117.94732,117.94732,176.36982,165.3467,192.90449,159.83515,213.8484,196.21142,195.10911,169.75595,295.41944,418.87832,529.10945
Lesotho,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libya,,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,2.20462,2.20462,2.20462,4.40925,5.51156,5.51156,5.51156,4.40925,5.51156,5.51156,5.51156,5.51156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,,11.02311,13.22774,13.22774,12.12542,7.71618,4.40925,12.12542,13.22774,13.22774,14.33005,14.33005,14.33005,14.33005,15.43236,13.22774,11.02311,11.02311,13.22774,13.22774,8.81849,11.02311,11.02311,11.02311,11.02311,11.02311,18.80984,16.62396,11.24688,14.58578,15.93612,16.53467,16.53467,16.53467
Malawi,,71.65024,52.91095,67.24099,48.5017,45.19477,36.37627,30.86472,30.86472,17.63698,12.12542,19.8416,12.12542,13.22774,16.53467,18.73929,18.73929,18.73929,18.73929,14.21982,60.54996,68.56377,51.56613,75.00126,70.61407,67.13076,65.25683,65.1466,67.46146,56.62573,52.91095,59.52481,59.52481,59.52481
Mali,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,,6.61387,6.61387,7.71618,7.71618,7.71618,7.71618,5.51156,6.61387,6.61387,6.61387,6.61387,6.61387,6.61387,6.61387,6.61387,4.40925,3.30693,2.20462,1.10231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,,1.10231,2.20462,1.10231,15.43236,26.45547,39.68321,50.70632,41.88783,45.19477,82.67335,82.67335,72.75255,79.36642,69.44562,38.5809,69.44562,45.19477,49.60401,78.26411,149.91434,279.3257,329.03994,345.02346,348.77131,318.34752,401.24133,534.62101,631.62441,718.70701,656.97757,736.34399,728.62781,728.62781
Morocco,,1459.46024,1527.80354,1650.16011,1868.41775,1817.71143,1876.13393,2526.49764,2580.51089,2544.13462,2544.13462,2527.59995,2860.49798,2565.07853,2878.13496,3163.6336,3615.58126,4176.65774,3831.63429,4369.56223,4008.0041,4463.25869,5625.09487,5762.88379,5390.30255,5132.36169,5443.21349,5429.98576,5532.50071,4918.51329,4518.37426,4662.77705,4972.52654,5045.27909
Mozambique,,317.46567,324.07954,267.86166,199.51836,137.78892,116.845,112.43576,69.44562,71.65024,70.54793,63.93406,68.3433,66.13868,66.13868,66.13868,61.72944,0,0,0,0,0,0,0,0,0,0,0,9.9208,11.02311,11.02311,11.02311,28.6601,80.46873
Namibia,,--,--,--,--,--,--,--,0,0,0,0,16.53467,13.22774,99.20802,110.23114,17.63698,15.43236,12.12542,18.73929,6.61387,3.30693,4.40925,0,8.81849,1.10231,22.04623,70.54793,84.87797,116.845,54.01326,38.5809,14.33005,13.22774
Niger,,22.04623,33.06934,49.60401,143.30048,165.3467,166.44902,136.68661,180.77906,170.85826,188.49524,189.59755,189.59755,187.39293,189.59755,189.59755,190.69987,190.69987,191.80218,191.80218,192.90449,174.38566,180.00745,201.61275,208.22662,255.51467,206.71865,187.2816,200.67799,198.39951,208.9817,261.94445,262.3501,262.3501
Nigeria,,198.41604,132.27736,67.24099,63.93406,83.77566,154.32359,123.45887,119.04963,67.24099,60.62712,69.44562,78.0723,104.71958,39.68321,35.27396,29.76241,16.53467,18.73929,20.94392,23.14854,8.81849,3.30693,47.39939,25.35316,8.81849,8.81849,8.81849,25.35316,38.5809,37.47859,41.88783,35.27396,35.27396
Reunion,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.99354,167.55133,184.086,236.99694,236.99694,279.98709,291.0102,298.72638,444.23148
Seychelles,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,,104765.8762,116367.7033,123517.2948,127346.7244,137489.0913,141768.264,144634.2735,148041.5179,151315.3826,140487.3782,139081.9312,143638.5104,147390.0001,146389.6812,160745.0038,162260.5628,163936.2888,171665.1978,160838.7432,169104.4834,175009.5653,177859.0402,170121.9167,185925.8704,198819.9559,193348.7194,196079.1446,201156.3908,216854.4068,211824.5601,209698.2015,205404.6987,206328.4357
Sudan and South Sudan,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swaziland,,194.0068,180.77906,180.77906,112.43576,137.78892,182.98369,189.59755,181.88137,181.88137,181.88137,176.36982,135.72209,110.78229,54.83999,200.89625,188.77082,142.61153,234.41511,234.41511,242.98988,221.58674,225.65228,203.08709,180.52178,175.41213,116.75175,170.41734,177.40445,182.21207,141.5941,138.89123,138.89123,138.89123
Tanzania,,2.20462,2.20462,2.20462,4.40925,3.30693,4.40925,4.40925,3.30693,3.30693,3.30693,4.40925,4.40925,4.40925,48.5017,50.70632,48.5017,62.83175,30.86472,49.60401,82.67335,87.0826,85.98029,87.0826,60.62712,71.65024,34.17165,19.8416,29.76241,16.53467,27.55778,51.80863,49.60401,105.82189
Togo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,,99.20802,114.64038,79.36642,115.74269,119.04963,113.53807,102.51496,114.64038,138.89123,135.5843,121.25425,124.53473,127.86812,131.17505,121.25425,109.12882,119.04963,119.04963,95.90109,136.68661,128.97043,117.94732,100.31033,28.6601,0,0,0,0,0,0,0,0,0
Uganda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Sahara,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,,657.21126,560.31478,667.55755,500.01064,560.25857,546.26142,597.67322,504.89388,566.20333,447.01261,344.31357,355.48439,449.89626,353.69534,155.05773,156.99118,252.07766,350.42478,226.83363,137.69633,141.09585,146.60741,151.01666,159.83515,119.04963,154.32359,63.93406,15.43236,1.10231,1.10231,0,0,0
Zimbabwe,,2782.23387,2555.15773,2733.73217,2666.49118,2789.95005,3333.38955,4008.0041,5412.34878,5149.99867,5309.83382,5875.31955,6312.93716,6547.72948,5725.4052,5332.98236,5039.76754,4755.37121,4301.21892,4264.84265,4893.16012,4489.71417,4362.94836,4161.22538,3707.0731,3558.26107,3791.95108,3611.17201,3502.04319,2657.67269,2811.99628,3083.16487,3370.86814,3155.91742
Asia & Oceania,,1078386.471,1117312.654,1177440.095,1237601.678,1374696.393,1473121.843,1533385.573,1617429.757,1726793.97,1756436.507,1780562.575,1846595.218,1891844.144,1954479.895,2084664.082,2154489.817,2248117.199,2224160.075,2247618.859,2289467.426,2445650.096,2524491.076,2635578.038,2968793.926,3365553.897,3678925.752,3973913.464,4220959.301,4390607.026,4751905.492,5098880.443,5482100.613,5444044.028
Afghanistan,,131.17505,137.78892,159.83515,159.83515,163.14208,166.44902,176.36982,184.086,152.11897,139.99354,115.74269,103.61727,8.81849,7.71618,6.61387,5.51156,3.30693,2.20462,2.20462,1.10231,1.10231,28.6601,23.14854,38.5809,37.47859,36.37627,38.5809,267.86166,382.50204,551.15568,799.17574,799.17574,826.73352
American Samoa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,,73439.28971,77464.93079,78820.77376,83008.45462,89322.49409,91623.01789,87284.32038,99286.28646,92988.78167,103667.9741,103720.8851,108077.2196,111208.8861,109060.4813,109750.5282,112243.9565,120434.1299,126833.0473,137690.8142,140661.5433,140919.4842,140991.1344,143245.3612,142259.8948,145830.2813,153039.3976,155376.2977,154765.6172,153922.349,158349.2314,152179.5947,147283.1277,150605.4941
Bangladesh,,259.04317,271.16859,329.5911,179.67675,68.3433,108.02651,163.14208,256.83855,222.66689,275.57784,620.6013,198.41604,186.29062,69.44562,65.03637,707.68389,388.0136,712.09314,205.02991,101.41265,727.5255,771.61795,805.7896,847.67744,900.58838,952.39701,1009.71721,1487.01802,1385.60538,1426.3909,1647.95548,2010.61592,2204.62272
Bhutan,,1.15743,1.20152,1.21254,1.32277,0.99208,1.10231,1.433,20.75652,22.04623,19.8416,19.8416,19.8416,20.94392,12.12542,49.60401,57.32019,65.03637,78.26411,74.95717,72.75255,72.75255,60.18179,70.07063,45.98623,10.21732,40.67749,35.73693,32.9536,47.09956,23.66552,31.96262,36.37627,36.37627
Brunei,,2.20462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burma (Myanmar),,83.77566,111.33345,139.99354,124.56118,139.99354,149.91434,125.66349,84.87797,74.95717,91.49184,91.49184,97.0034,95.90109,78.26411,71.65024,80.46873,65.03637,63.93406,66.13868,211.64378,639.34059,707.68389,541.23488,943.57852,514.7794,632.72672,807.99423,854.2913,737.4463,683.43304,756.18559,763.90177,1298.52278
Cambodia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.17165,37.47859,47.39939,62.83175
China,,678511.2227,679895.7258,725970.136,768223.935,844845.5976,911212.4576,962279.236,1027245.058,1097726.847,1113417.146,1123479.045,1161425.011,1199480.106,1241246.683,1341647.958,1382190.418,1467938.117,1399064.601,1399135.149,1393404.232,1492890.037,1523838.53,1608370.379,1911772.432,2209047.397,2484106.048,2721728.001,2890335.342,3017004.145,3320622.581,3605855.566,3954134.147,3887263.917
Cook Islands,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,,23.14854,19.8416,25.35316,19.8416,24.25085,17.63698,16.53467,5.51156,8.81849,17.63698,26.45547,19.8416,22.04623,22.04623,22.04623,22.04623,24.25085,24.25085,22.04623,19.8416,18.73929,16.53467,17.96768,18.18814,0.22046,0,0,0,0,0,0,0,0
French Polynesia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaiian Trade Zone,,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Hong Kong,,30.49875,140.05307,1832.10762,3936.71653,4885.06585,6278.79527,6889.87039,8863.91492,10780.44967,11612.57239,10378.33971,9274.80589,11547.79727,13329.5998,9604.18093,10328.55603,8237.92663,7068.75899,8601.8911,7046.58269,6678.34235,8854.81534,9606.75483,11754.57324,11785.31891,11932.57999,12562.55645,13515.92239,12505.85796,13593.45456,11380.59207,13810.72344,13614.35549
India,,122928.6605,144012.5699,150294.6423,157906.1023,186706.1911,194065.2218,208829.5801,210933.8925,221891.9697,236378.5456,247863.5277,269813.8538,282124.4671,296213.1085,315046.0981,333305.8858,318614.28,342976.4633,354648.8383,381496.7338,396197.1581,411866.5141,419592.6144,432120.383,481348.506,504908.2067,539411.6545,587255.2745,619450.4824,687032.0895,699191.6861,720346.1434,744518.7292
Indonesia,,645.55762,792.07685,643.52937,704.20059,1222.45227,1757.04021,3957.91508,4260.20192,4876.48215,6571.47326,7198.97503,6489.63767,7511.25983,11577.57621,13801.79802,11590.32664,16149.90861,14865.89445,17712.36221,21573.33562,23090.11605,30127.27177,32204.02637,32251.42576,42166.71644,45436.17193,54553.38918,60171.87018,55205.95751,63807.29305,63773.12139,65825.62515,66403.2363
Japan,,97571.08999,105749.9784,103736.9323,99055.81609,111415.0184,117477.7308,107358.5126,109900.4425,122407.2672,122564.8978,126610.3804,128773.1153,125305.2438,126749.2717,136316.232,140762.956,142223.5185,148322.6073,140576.6654,153131.9918,168798.0408,173205.0816,179202.7577,185306.2557,203364.3204,196281.9699,198108.4999,207580.6614,203803.0403,181496.6677,206124.5081,192851.577,201932.418
Kiribati,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, North",,49335.04721,50900.32934,53600.99217,55903.7206,57387.43169,60075.96909,59447.65162,56835.1737,71308.52185,57279.40518,53674.84703,51901.22805,45656.6342,41938.53798,38684.51485,35510.96045,30645.35811,30078.77007,27136.70105,30416.07734,32597.55152,33570.89245,31975.84792,32717.70346,33462.86594,35312.5444,36223.05359,29550.76293,32983.3605,31725.62324,30478.90909,31202.02534,31362.9628
"Korea, South",,30765.51004,34183.77757,34665.48763,37759.67562,44235.75486,49522.44014,53850.11454,52386.24505,53593.27599,50623.64919,49773.76713,48240.17424,43086.04411,45609.23481,46850.4374,49246.8623,53866.64921,57054.53366,66021.83657,61885.96435,70980.03306,80024.49777,80566.83496,82267.70138,86017.76463,87911.53555,89636.65282,98225.86294,110522.1462,114149.8528,127413.9654,140087.2391,137599.3224
Laos,,0.09921,0.11023,0.22046,0.33069,0.44092,1.10231,2.20462,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,25.92747,55.92356,105.21011,175.40309,238.51593,261.7866,192.48671,298.46149,306.22639,434.14764,437.57462,468.15825,504.25343,516.10912,550.54401,590.57103,607.1531,629.19932
