Locality,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Jordan,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palestinian Territories,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syria,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,,138335.9001,155453.8001,160865.3651,166513.6129,186024.1448,198125.7102,202263.743,203240.2453,208412.3817,202696.9458,202135.5287,206120.4604,211049.5184,212110.697,224546.2109,235687.9553,235035.506,251368.9632,254112.7959,250651.4337,255880.8473,257608.5884,252585.2073,269867.4427,273653.5967,276260.1686,275705.5477,278579.4508,282818.6388,279827.6349,286026.1995,284829.495,295250.7466
Algeria,,7.71618,7.71618,7.71618,7.71618,7.71618,8.81849,9.9208,8.81849,11.02311,16.53467,11.02311,16.53467,16.53467,22.04623,22.04623,24.25085,13.22774,12.12542,8.81849,5.51156,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Botswana,,408.95751,418.87832,456.3569,435.41299,433.20836,481.76849,550.46453,638.68912,675.57687,730.88204,875.28041,864.07211,993.68078,981.05711,992.40871,990.29779,841.32812,856.40443,1023.05517,1041.68423,1043.88886,1025.14956,1050.50273,907.20225,1006.41027,1085.77669,1060.42353,912.71381,1003.10334,813.50578,1089.08362,868.62135,815.71041
Burkina Faso,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,,0,0,0,0,0,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,0,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Brazzaville),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Kinshasa),,152.11897,154.32359,135.5843,124.56118,133.37967,133.37967,131.17505,134.48199,165.3467,121.25425,85.98029,88.18491,93.69647,101.41265,103.61727,104.71958,104.71958,102.51496,105.82189,105.82189,105.82189,109.12882,112.43576,115.74269,119.04963,132.27736,135.5843,139.99354,144.40279,148.81203,153.22128,157.63052,145.5051
Cote dIvoire (IvoryCoast),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.99014,63.93406,40.78552,40.78552,40.78552,36.37627,27.55778,0,0,0,0,0,0,0
Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gambia, The",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libya,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.71017,86.796,53.20857,65.84106,72.86278,55.11557,49.60401,60.62712,66.13868,57.62884,59.52481,59.52481,59.52481,59.52481
Mali,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,,1499.14345,1550.95208,1620.3977,1655.67166,1847.47384,1708.58261,1708.58261,1397.7308,1403.24236,1111.12985,1159.63155,1214.74712,1269.86269,1331.59212,1433.00477,1433.00477,1115.5391,828.93814,593.04351,284.39633,68.3433,4.40925,0,0,26.45547,13.22774,4.40925,0,0,0,0,0,0
Mozambique,,228.17845,363.76275,221.56458,63.93406,44.09245,38.5809,44.09245,47.39939,49.60401,46.29708,44.09245,46.29708,44.09245,44.09245,44.09245,41.88783,22.04623,19.8416,19.8416,18.73929,17.63698,30.86472,48.5017,40.78552,18.73929,3.30693,45.19477,26.45547,41.88783,41.88783,41.88783,714.29776,4153.5092
Namibia,,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,,22.04623,33.06934,49.60401,143.30048,165.3467,166.44902,136.68661,180.77906,170.85826,188.49524,189.59755,189.59755,187.39293,189.59755,189.59755,190.69987,190.69987,191.80218,191.80218,192.90449,174.38566,180.00745,201.61275,208.22662,260.78923,200.68681,194.35954,188.82153,201.62598,210.45218,261.94445,262.3501,262.3501
Nigeria,,194.0068,127.86812,62.83175,59.52481,91.49184,153.22128,158.73284,159.83515,90.38953,89.28722,99.20802,110.23114,95.90109,30.86472,27.55778,22.04623,8.81849,11.02311,13.22774,17.63698,3.30693,3.30693,47.39939,25.35316,8.81849,8.81849,8.81849,25.35316,35.27396,37.47859,41.88783,35.27396,35.27396
Reunion,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,,131948.8744,149326.8129,154602.4751,160526.2964,179597.3852,191262.044,194766.2918,194615.2752,199915.1882,194471.9747,193181.1681,196427.475,201199.3291,203044.6501,215838.5608,227302.1139,227475.1768,244316.2897,246919.9492,242993.5161,248934.9743,250786.8574,245766.9315,263784.3264,267665.9141,270050.8507,269817.1607,273005.0452,278017.2549,275014.5588,280562.4919,278616.9123,285831.5402
Sudan and South Sudan,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swaziland,,194.0068,180.77906,180.77906,112.43576,137.78892,182.98369,189.59755,181.88137,181.88137,181.88137,176.36982,135.72209,110.78229,54.83999,200.89625,188.77082,142.61153,376.08714,376.08714,487.03279,383.8796,496.04011,561.96439,452.50984,488.70974,497.0743,488.91323,508.95865,524.20417,530.68576,538.98616,538.98616,538.98616
Tanzania,,1.10231,2.20462,2.20462,4.40925,3.30693,4.40925,4.40925,3.30693,3.30693,3.30693,4.40925,4.40925,4.40925,48.5017,50.70632,48.5017,62.83175,30.86472,49.60401,82.67335,87.0826,85.98029,87.0826,60.62712,71.65024,34.17165,19.8416,29.76241,16.53467,27.55778,51.80863,49.60401,105.82189
Togo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Sahara,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,,628.55116,560.31478,667.55755,500.01064,566.87244,562.79609,608.69633,510.40543,577.22645,452.52417,415.81169,380.66118,465.16327,366.88119,179.56542,167.41244,186.29062,198.394,213.80431,208.42172,213.8484,223.76921,234.79232,245.81543,131.17505,165.3467,70.54793,15.43236,1.10231,1.10231,0,0,0
Zimbabwe,,3051.19784,2727.1183,2858.29336,2880.33958,2996.08228,3421.57446,3953.99085,5360.54014,5167.63565,5282.27603,5891.85422,6641.42594,6567.57108,5894.05884,5463.0551,5173.14721,4871.1139,4423.57549,4596.63837,5099.29235,4695.84639,4569.08059,4367.35761,3913.20533,3764.39329,3991.46943,3799.66726,3660.77602,2775.62,2942.06902,3225.36304,3526.29404,3302.52483
Asia & Oceania,,1037513.308,1076743.14,1142364.681,1215878.625,1339388.092,1460339.87,1514559.362,1580908.118,1647194.65,1744047.437,1790550.63,1835855.972,1888018.224,1935826.361,2032815.623,2148899.521,2239997.385,2243860.402,2250439.567,2259273.761,2406952.686,2574898.263,2692741.125,3047113.487,3408266.142,3784785.981,4059173.387,4322875.127,4507576.125,4828819.095,5164841.593,5529498.789,5794054.402
Afghanistan,,131.17505,137.78892,159.83515,159.83515,163.14208,166.44902,176.36982,184.086,152.11897,139.99354,115.74269,103.61727,8.81849,7.71618,6.61387,5.51156,3.30693,2.20462,2.20462,1.10231,1.10231,28.6601,23.14854,38.5809,37.47859,36.37627,38.5809,267.86166,382.50204,551.15568,799.17574,799.17574,826.73352
American Samoa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,,115195.9463,133349.9121,139098.4658,152683.351,162789.3416,177170.0956,189058.5236,214906.6227,193591.2279,215457.7783,225491.0163,242075.2907,251700.6735,249194.0175,248463.1851,266546.6029,272435.1502,291515.0575,316750.2715,320774.8103,338103.1448,362855.5464,374673.4265,373045.3126,382607.8637,408505.5667,412984.2578,431046.7317,432382.7331,449630.5989,467823.1456,443390.4143,463783.1745
Bangladesh,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.87797,497.14242,397.9344,925.94154,978.85249,848.77975,992.08022,1102.31136
Bhutan,,0.05512,0.09921,0.11023,0.22046,0.44092,0.55116,0.88185,2.01723,2.20462,2.20462,2.20462,2.20462,61.72944,50.70632,70.54793,74.95717,70.54793,59.52481,55.11557,55.11557,55.11557,93.25113,97.62841,73.1097,32.66259,94.00401,107.98793,116.0304,136.36032,53.5117,96.79837,97.0034,97.0034
Brunei,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burma (Myanmar),,41.88783,61.72944,73.85486,78.26411,95.90109,94.79878,108.02651,81.57104,71.65024,71.65024,76.05948,82.67335,80.46873,63.93406,58.4225,63.93406,58.4225,54.01326,57.32019,207.23454,639.34059,707.68389,536.82563,943.57852,514.7794,632.72672,807.99423,854.2913,737.4463,683.43304,756.18559,763.90177,1298.52278
Cambodia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,,683587.3665,685229.8104,734492.1051,787634.5357,869977.1943,961524.1527,985510.4479,1023044.15,1080121.832,1162001.52,1189724.65,1195214.161,1228581.126,1269179.253,1355313.863,1424395.716,1504609.811,1460849.152,1436117.695,1415748.083,1525077.528,1625972.087,1716604.127,2029089.556,2308712.878,2588110.227,2757986.328,2954541.672,3099061.305,3301802.819,3560635.447,3878011.832,4017919.95
Cook Islands,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaiian Trade Zone,,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Hong Kong,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,,125845.3764,142947.7371,149364.2915,155891.0771,183867.7394,189934.8611,208396.3718,210728.8626,226404.8324,233784.807,247569.2106,269934.0057,279483.329,288092.3808,300807.5423,320556.5526,314853.1936,338052.4385,343076.7737,356264.8268,370018.3656,388674.9854,395714.3457,420624.3778,446683.0184,473266.3591,500118.6638,531521.3098,570009.6133,614917.778,619842.9052,633773.9162,649643.8928
Indonesia,,627.10493,763.57108,659.04992,737.00537,1686.5915,2324.38885,3070.24578,3550.3575,4643.45353,9713.5677,11628.28253,15204.18058,24762.32238,32401.3401,35647.20613,45448.68316,55358.24182,60587.71714,68452.43312,81405.6939,84469.01717,103225.9473,112629.7655,129089.4787,158417.5747,187989.2816,257186.8772,274290.3402,274217.5877,321044.8765,358251.1919,397202.4661,488112.2885
Japan,,22482.74249,21197.18554,20147.55957,19622.15721,19410.60073,19032.50793,15274.72851,14530.66834,13783.30124,12533.28016,11306.40761,9582.39265,8617.87021,7936.64179,7431.78319,6963.30086,6796.85184,4376.1761,4076.34741,4067.52892,3267.25087,3536.21484,0,0,0,0,0,0,0,0,0,0,0
Kiribati,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, North",,48618.54482,50212.48705,52829.37422,53423.52004,54796.99999,57320.1907,56912.33549,55843.09347,68662.97458,54633.85791,51029.29977,49338.35414,43066.20251,39506.83913,37037.66168,34502.34555,30600.16334,30017.04063,27102.5294,30600.16334,32786.04677,33660.17967,32360.55458,33316.25853,34955.39552,38150.99615,38697.74259,33441.92203,35641.03319,34784.53726,35267.34964,43079.43024,43181.9452
"Korea, South",,20529.44676,21897.41516,22174.09531,21893.00591,23556.39375,24849.40498,26734.3574,26757.50594,26780.65448,22911.54161,18978.49468,16598.60445,13194.66697,10409.12617,8198.99189,6305.22098,5457.54354,4973.62885,4807.17984,4626.40078,4574.59214,4207.52246,3657.46909,3635.42286,3517.47555,3121.74577,3112.92728,3181.27058,3056.7094,2776.72231,2297.21687,2297.21687,2306.03536
Laos,,0.09921,0.11023,0.22046,0.33069,0.44092,1.10231,2.20462,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,25.92747,55.92356,105.21011,270.75302,454.0178,454.25017,415.92522,551.22149,495.05233,660.12147,685.59468,713.97368,1143.59402,850.41668,967.7456,1041.63684,1058.21891,1080.26513
Macau,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,,0,0,0,0,0,0,23.60379,95.90109,98.10571,119.59417,122.35656,198.27495,193.63201,133.37967,147.70972,123.45887,241.40619,240.30388,347.22808,273.37322,423.28756,601.862,389.11591,192.90449,428.99313,870.11719,1016.11171,1161.70279,1382.29844,2356.74169,2642.24033,3214.33992,3374.17507
Maldives,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mongolia,,5274.24103,4743.24578,5934.23516,5997.8455,5986.65299,7190.377,7786.72744,8559.44771,9486.49156,8868.09489,7889.2424,7756.96504,6886.13906,6191.68291,5685.72199,5532.50071,5632.81105,5427.78113,5574.38855,5471.87359,5715.4844,5666.9827,6111.21418,5852.17101,5952.48134,8279.46062,9144.77504,10342.98749,11260.11054,16026.50486,27868.63579,35227.66643,37048.68479
Nauru,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,,8.98384,9.93183,9.72018,10.0167,9.22855,8.27285,5.51156,0,0,0,0,2.20462,1.10231,2.20462,6.61387,6.61387,8.81849,17.63698,12.12542,19.8416,18.73929,11.02311,13.22774,12.12542,9.9208,13.22774,22.04623,15.43236,16.53467,16.53467,17.63698,18.73929,17.63698
New Caledonia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,,2708.88938,2786.52627,2770.53173,3050.68086,3101.51505,3002.70717,3044.52555,2645.54285,2826.40459,3090.89869,2848.65034,2958.76573,3289.30922,3407.0008,3343.52641,3797.50452,3868.37873,4038.9063,3641.90445,3864.406,3952.48619,4311.57624,4915.13911,5709.87584,5682.84937,5806.05251,6358.03382,5330.12517,5411.71054,5030.2138,5875.8707,5450.59898,5432.19038
Niue,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,,1905.27151,1883.39977,2144.64555,1955.09048,2123.43749,2389.70521,2330.87264,2377.35932,3006.45172,2887.17391,3032.85648,3183.24813,3387.61555,3388.91628,3543.34128,3354.15599,3819.63673,3854.17876,3815.09962,3491.02008,3410.55135,3668.4922,3650.85522,3610.0697,5056.30221,5369.35863,4015.72028,4545.93205,4121.54217,3837.14584,3804.0765,3982.65094,3407.24441
Papua New Guinea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,,367.06968,371.47893,622.80592,1128.76683,1344.14745,1395.04116,1366.31493,1319.02577,1475.65319,1363.57017,1370.17302,1394.42387,1834.2461,1849.67846,1597.24916,1421.98165,1221.36099,1189.39396,1101.20905,1103.41367,1492.52958,1359.14991,1678.8202,2205.72503,2737.03911,3174.65672,2597.04556,3741.24475,3978.2417,5166.53334,7330.37054,7585.00446,8818.49088
Samoa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,,2836.79828,2696.03312,2627.44621,2464.83985,2216.50012,2047.93798,1901.51355,1652.62928,1350.86824,864.66295,520.34608,443.763,369.07699,361.53388,314.26787,259.28678,162.5314,109.22693,87.23692,101.05219,91.69026,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,,1620.29002,1840.80996,2333.81872,2203.52041,2750.26684,5720.99596,6107.44868,7648.33997,8056.41784,9940.66809,13732.014,16168.77051,16987.23645,17145.27042,18857.09823,20310.96644,23915.28098,25837.68884,22225.57325,20129.64725,19605.43096,21613.01331,21607.48963,20771.28836,22112.19391,23014.25057,21021.74783,20105.25089,20157.40014,19605.70984,20220.79958,23508.99436,20200.95797
Timor-Leste (East Timor),,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0
Tonga,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U.S. Pacific Islands,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,,5732.01907,6613.86816,6922.51534,6944.56157,5511.5568,6166.32975,6748.35014,6979.83553,6678.90453,5661.47114,5112.52009,5612.96944,5511.5568,6503.63702,6283.17475,9204.29985,10828.00448,12553.12176,12866.17819,10614.15608,12796.73257,14288.15984,17526.75062,18408.5997,30147.11337,37581.10118,42745.4299,46829.49349,43846.63895,48587.68011,49422.1298,49045.13932,46402.89899
Wake Island,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
World,,4179632.567,4221808.991,4379196.923,4415548.925,4665243.152,4891863.416,5009016.691,5119885.558,5234804.72,5311262.411,5345000.328,5018521.216,4929168.603,4794646.914,4872044.207,4955331.148,5047504.716,5069638.967,5039867.508,4978418.246,5137687.939,5375192.78,5429459.293,5813253.141,6216305.801,6636340.567,6965038.273,7235882.783,7470959.169,7601609.006,7999454.814,8443802.731,8687297.074
